#语料规模:2000万字||||||
#只列入出现次数大于50次的词||||||
#下载自www.cncorpus.org语料库在线网站||||||
||||||
||||||
id|词语|出现次数|频率|词类名称|词类标记|累积频率
14325.0|围住|60.0|0.0006|动词|v|92.9899
14326.0|任教|60.0|0.0006|动词|v|92.9833
14327.0|创制|60.0|0.0006|动词|v|92.9911
14328.0|衬托|60.0|0.0006|动词|v|92.9917
14329.0|膳食|60.0|0.0006|名词|n|92.9923
14330.0|不法|60.0|0.0006|形容词|a|92.9929
14331.0|相对性|60.0|0.0006|名词|n|92.9935
14332.0|扰|60.0|0.0006|动词|v|92.9941
14333.0|肿大|60.0|0.0006|形容词|a|92.9947
14334.0|酸碱|60.0|0.0006|名词|n|92.9953
14335.0|长叹|60.0|0.0006|动词|v|92.9959
14336.0|一派|60.0|0.0006|名词|n|92.9893
14337.0|消费量|60.0|0.0006|名词|n|93.0235
14338.0|碗|60.0|0.0006|量词|q|93.0259
14339.0|立宪|60.0|0.0006|动词|v|93.0271
14340.0|归属|60.0|0.0006|动词|v|93.0277
14341.0|制造业|60.0|0.0006|名词|n|93.0253
14342.0|穷苦|60.0|0.0006|形容词|a|93.0283
14343.0|无政府|60.0|0.0006|动词|v|93.0289
14344.0|实业|60.0|0.0006|名词|n|93.0295
14345.0|史记|60.0|0.0006|名词|n|93.0301
14346.0|一晃|60.0|0.0006|动词|v|93.0307
14347.0|营救|60.0|0.0006|动词|v|93.0313
14348.0|值钱|60.0|0.0006|形容词|a|93.0325
14349.0|障碍物|60.0|0.0006|名词|n|93.0379
14350.0|尖子|60.0|0.0006|名词|n|93.0373
14351.0|氟|60.0|0.0006|名词|n|93.0367
14352.0|踊跃|60.0|0.0006|形容词|a|93.0355
14353.0|三十七|60.0|0.0006|数词|m|93.0349
14354.0|混为一谈|60.0|0.0006|习用语|i|93.0343
14355.0|倾倒|60.0|0.0006|动词|v|93.0319
14356.0|基调|60.0|0.0006|名词|n|93.0337
14357.0|光能|60.0|0.0006|名词|n|93.0331
14358.0|可悲|60.0|0.0006|形容词|a|93.0361
14359.0|全国人大|60.0|0.0006|缩略语|j|93.0265
14360.0|海风|60.0|0.0006|名词|n|93.0175
14361.0|空话|60.0|0.0006|名词|n|93.0121
14362.0|肉食|60.0|0.0006|名词|n|93.0127
14363.0|痛恨|60.0|0.0006|动词|v|93.0133
14364.0|腾出|60.0|0.0006|动词|v|93.0139
14365.0|回身|60.0|0.0006|动词|v|93.0145
14366.0|装出|60.0|0.0006|动词|v|93.0151
14367.0|八一|60.0|0.0006|缩略语|j|93.0157
14368.0|气孔|60.0|0.0006|名词|n|93.0163
14369.0|纯朴|60.0|0.0006|形容词|a|93.0169
14370.0|垂下|60.0|0.0006|动词|v|93.0247
14371.0|最高|60.0|0.0006|副词|d|93.0181
14372.0|大水|60.0|0.0006|名词|n|93.0115
14373.0|有关|60.0|0.0006|名词|n|93.0193
14374.0|耐力|60.0|0.0006|名词|n|93.0199
14375.0|里|60.0|0.0006|处所名词|nl|93.0205
14376.0|到|60.0|0.0006|趋向动词|vd|93.0211
14377.0|香气|60.0|0.0006|名词|n|93.0217
14378.0|跳进|60.0|0.0006|动词|v|93.0223
14379.0|打的|60.0|0.0006|动词|v|93.0187
14380.0|看中|60.0|0.0006|动词|v|93.0229
14381.0|作图|60.0|0.0006|动词|v|92.9989
14382.0|标出|60.0|0.0006|动词|v|92.9641
14383.0|坚韧|60.0|0.0006|形容词|a|92.9437
14384.0|不客气|60.0|0.0006|动词|v|92.9401
14385.0|救命|60.0|0.0006|动词|v|92.9443
14386.0|无锡|60.0|0.0006|地名|ns|92.9479
14387.0|竣工|60.0|0.0006|动词|v|92.9449
14388.0|无理|60.0|0.0006|形容词|a|92.9455
14389.0|一九五三|60.0|0.0006|数词|m|92.9653
14390.0|矗立|60.0|0.0006|动词|v|92.9461
14391.0|挤满|60.0|0.0006|动词|v|92.9977
14392.0|匪徒|60.0|0.0006|名词|n|92.9467
14393.0|告辞|60.0|0.0006|动词|v|92.9473
14394.0|致密|60.0|0.0006|形容词|a|92.9551
14395.0|食指|60.0|0.0006|名词|n|92.9485
14396.0|投机|60.0|0.0006|动词|v|92.9419
14397.0|兴盛|60.0|0.0006|形容词|a|92.9497
14398.0|共用|60.0|0.0006|动词|v|92.9503
14399.0|古城|60.0|0.0006|名词|n|92.9509
14400.0|不久|60.0|0.0006|名词|n|92.9515
14401.0|长途|60.0|0.0006|名词|n|92.9521
14402.0|眠|60.0|0.0006|动词|v|92.9527
14403.0|理所当然|60.0|0.0006|习用语|i|92.9533
14404.0|教育部|60.0|0.0006|机构名|ni|92.9539
14405.0|连成|60.0|0.0006|动词|v|92.9545
14406.0|理事会|60.0|0.0006|名词|n|92.9491
14407.0|击中|60.0|0.0006|动词|v|92.9407
14408.0|浓缩|60.0|0.0006|动词|v|92.9341
14409.0|车马|60.0|0.0006|名词|n|92.9335
14410.0|西边|60.0|0.0006|方位名词|nd|92.9323
14411.0|肖|60.0|0.0006|人名-姓|nhf|92.9347
14412.0|转折|60.0|0.0006|动词|v|92.9311
14413.0|秃|60.0|0.0006|形容词|a|92.9305
14414.0|小胡子|60.0|0.0006|名词|n|92.9299
14415.0|中立|60.0|0.0006|动词|v|92.9293
14416.0|长发|60.0|0.0006|名词|n|92.9287
14417.0|农业机械|60.0|0.0006|名词|n|92.9317
14418.0|柑|60.0|0.0006|名词|n|92.9353
14419.0|赋|60.0|0.0006|名词|n|92.9359
14420.0|一阵子|60.0|0.0006|数量|mq|92.9413
14421.0|特产|60.0|0.0006|名词|n|92.9371
14422.0|绢|60.0|0.0006|名词|n|92.9329
14423.0|击败|60.0|0.0006|动词|v|92.9377
14424.0|投入|60.0|0.0006|形容词|a|92.9383
14425.0|纱布|60.0|0.0006|名词|n|92.9365
14426.0|体态|60.0|0.0006|名词|n|92.9395
14427.0|大总统|60.0|0.0006|名词|n|92.9389
14428.0|轮子|60.0|0.0006|名词|n|92.9431
14429.0|条子|60.0|0.0006|名词|n|92.9767
14430.0|大名|60.0|0.0006|名词|n|92.9701
14431.0|步行|60.0|0.0006|动词|v|92.9707
14432.0|黄豆|60.0|0.0006|名词|n|92.9713
14433.0|邮政|60.0|0.0006|名词|n|92.9719
14434.0|题为|60.0|0.0006|动词|v|92.9725
14435.0|混合物|60.0|0.0006|名词|n|92.9731
14436.0|立方|60.0|0.0006|名词|n|92.9737
14437.0|练功|60.0|0.0006|动词|v|92.9743
14438.0|玩弄|60.0|0.0006|动词|v|92.9749
14439.0|年纪|60.0|0.0006|名词|n|92.9827
14440.0|师付|60.0|0.0006|名词|n|92.9761
14441.0|民事诉讼|60.0|0.0006|习用语|i|92.9695
14442.0|书刊|60.0|0.0006|名词|n|92.9773
14443.0|王文|60.0|0.0006|人名|nh|92.9779
14444.0|晚餐|60.0|0.0006|名词|n|92.9785
14445.0|展销|60.0|0.0006|动词|v|92.9791
14446.0|官僚资本主义|60.0|0.0006|名词|n|92.9797
14447.0|亡国|60.0|0.0006|动词|v|92.9803
14448.0|大江|60.0|0.0006|名词|n|92.9809
14449.0|雷鸣|60.0|0.0006|动词|v|92.9815
14450.0|野菜|60.0|0.0006|名词|n|92.9821
14451.0|白苹|60.0|0.0006|人名|nh|92.9629
14452.0|文武|60.0|0.0006|名词|n|92.9617
14453.0|譬如说|60.0|0.0006|动词|v|92.9755
14454.0|分红|60.0|0.0006|动词|v|92.9569
14455.0|海豚|60.0|0.0006|名词|n|92.9575
14456.0|绝迹|60.0|0.0006|动词|v|92.9581
14457.0|亲家|60.0|0.0006|名词|n|92.9587
14458.0|雄性|60.0|0.0006|名词|n|92.9593
14459.0|狭长|60.0|0.0006|形容词|a|92.9599
14460.0|危及|60.0|0.0006|动词|v|92.9605
14461.0|业已|60.0|0.0006|副词|d|92.9611
14462.0|戒指|60.0|0.0006|名词|n|92.9689
14463.0|责怪|60.0|0.0006|动词|v|92.9623
14464.0|簇|60.0|0.0006|名词|n|92.9557
14465.0|获奖|60.0|0.0006|动词|v|92.9635
14466.0|聘|60.0|0.0006|动词|v|92.9563
14467.0|授权|60.0|0.0006|动词|v|92.9647
14468.0|炫耀|60.0|0.0006|动词|v|92.9425
14469.0|视网膜|60.0|0.0006|名词|n|92.9659
14470.0|夜幕|60.0|0.0006|名词|n|92.9665
14471.0|及格|60.0|0.0006|动词|v|92.9671
14472.0|剩余产品|60.0|0.0006|名词|n|92.9677
14473.0|吴佩孚|60.0|0.0006|人名|nh|92.9683
14474.0|本职工作|59.0|0.0006|名词|n|93.1327
14475.0|存在物|59.0|0.0006|名词|n|93.1075
14476.0|催化|59.0|0.0006|动词|v|93.1189
14477.0|呆板|59.0|0.0006|形容词|a|93.1087
14478.0|康|59.0|0.0006|人名-姓|nhf|93.1093
14479.0|农庄|59.0|0.0006|名词|n|93.0775
14480.0|水牛|59.0|0.0006|名词|n|93.1099
14481.0|原故|59.0|0.0006|名词|n|93.1069
14482.0|星光|59.0|0.0006|名词|n|93.1105
14483.0|长河|59.0|0.0006|名词|n|93.1111
14484.0|热血|59.0|0.0006|名词|n|93.1117
14485.0|蒸馏|59.0|0.0006|动词|v|93.1195
14486.0|麦加|59.0|0.0006|地名|ns|93.1129
14487.0|菠萝|59.0|0.0006|名词|n|93.1063
14488.0|漂|59.0|0.0006|动词|v|93.1141
14489.0|青工|59.0|0.0006|名词|n|93.1147
14490.0|绿洲|59.0|0.0006|名词|n|93.1153
14491.0|丰盛|59.0|0.0006|形容词|a|93.1159
14492.0|斜坡|59.0|0.0006|名词|n|93.1165
14493.0|入社|59.0|0.0006|动词|v|93.1171
14494.0|钝|59.0|0.0006|形容词|a|93.1177
14495.0|可耻|59.0|0.0006|形容词|a|93.1183
14496.0|锋芒|59.0|0.0006|名词|n|93.0997
14497.0|轨|59.0|0.0006|名词|n|93.1135
14498.0|诊|59.0|0.0006|动词|v|93.1123
14499.0|变幻|59.0|0.0006|动词|v|93.0937
14500.0|麻将|59.0|0.0006|名词|n|93.0943
14501.0|赶不上|59.0|0.0006|动词|v|93.0949
14502.0|九点|59.0|0.0006|时间名词|nt|93.0955
14503.0|刚|59.0|0.0006|形容词|a|93.0961
14504.0|李淑贞|59.0|0.0006|人名|nh|93.0967
14505.0|共|59.0|0.0006|形容词|a|93.0973
14506.0|控|59.0|0.0006|动词|v|93.0979
14507.0|淹|59.0|0.0006|动词|v|93.1057
14508.0|源于|59.0|0.0006|动词|v|93.0991
14509.0|几率|59.0|0.0006|名词|n|93.0931
14510.0|来历|59.0|0.0006|名词|n|93.1003
14511.0|相爱|59.0|0.0006|动词|v|93.1009
14512.0|过快|59.0|0.0006|形容词|a|93.1015
14513.0|基本上|59.0|0.0006|名词|n|93.1021
14514.0|牵连|59.0|0.0006|动词|v|93.1027
14515.0|筛|59.0|0.0006|动词|v|93.1033
14516.0|车门|59.0|0.0006|名词|n|93.1039
14517.0|暴|59.0|0.0006|形容词|a|93.1045
14518.0|溃疡|59.0|0.0006|名词|n|93.1051
14519.0|绿色植物|59.0|0.0006|名词|n|93.0985
14520.0|强加|59.0|0.0006|动词|v|93.1321
14521.0|笑说|59.0|0.0006|动词|v|93.1375
14522.0|托人|59.0|0.0006|动词|v|93.1357
14523.0|协|59.0|0.0006|动词|v|93.1387
14524.0|隔开|59.0|0.0006|动词|v|93.1363
14525.0|鸿渐|59.0|0.0006|人名-名|nhs|93.1369
14526.0|险恶|59.0|0.0006|形容词|a|93.1381
14527.0|金丝猴|59.0|0.0006|名词|n|93.1339
14528.0|中枢神经|59.0|0.0006|名词|n|93.1393
14529.0|画展|59.0|0.0006|名词|n|93.1399
14530.0|一整套|59.0|0.0006|数量|mq|93.1405
14531.0|不语|59.0|0.0006|动词|v|93.1465
14532.0|告状|59.0|0.0006|动词|v|93.1417
14533.0|绳索|59.0|0.0006|名词|n|93.1423
14534.0|省级|59.0|0.0006|名词|n|93.1429
14535.0|发病率|59.0|0.0006|名词|n|93.1435
14536.0|宁肯|59.0|0.0006|副词|d|93.1447
14537.0|动身|59.0|0.0006|动词|v|93.1453
14538.0|提名|59.0|0.0006|动词|v|93.1459
14539.0|医|59.0|0.0006|名词|n|93.1411
14540.0|五十万|59.0|0.0006|数词|m|93.1471
14541.0|张国焘|59.0|0.0006|人名|nh|93.1441
14542.0|自以为|59.0|0.0006|动词|v|93.1345
14543.0|茅屋|59.0|0.0006|名词|n|93.1261
14544.0|宾客|59.0|0.0006|名词|n|93.1207
14545.0|一时间|59.0|0.0006|时间名词|nt|93.1213
14546.0|小冬子|59.0|0.0006|人名-名|nhs|93.1219
14547.0|借贷|59.0|0.0006|动词|v|93.1225
14548.0|喂养|59.0|0.0006|动词|v|93.1231
14549.0|全国代表大会|59.0|0.0006|名词|n|93.1237
14550.0|圈儿|59.0|0.0006|名词|n|93.1243
14551.0|婚姻自由|59.0|0.0006|习用语|i|93.1249
14552.0|选为|59.0|0.0006|动词|v|93.1255
14553.0|拔出|59.0|0.0006|动词|v|93.1333
14554.0|该死|59.0|0.0006|形容词|a|93.1267
14555.0|教导员|59.0|0.0006|名词|n|93.1201
14556.0|扎根|59.0|0.0006|动词|v|93.1279
14557.0|宅|59.0|0.0006|名词|n|93.1285
14558.0|手套|59.0|0.0006|名词|n|93.1291
14559.0|原子量|59.0|0.0006|名词|n|93.1297
14560.0|为期|59.0|0.0006|动词|v|93.1303
14561.0|通到|59.0|0.0006|动词|v|93.1309
14562.0|图表|59.0|0.0006|名词|n|93.1273
14563.0|单位制|59.0|0.0006|名词|n|93.1315
14564.0|状元|59.0|0.0006|名词|n|93.1351
14565.0|离别|59.0|0.0006|动词|v|93.1081
14566.0|溶化|59.0|0.0006|动词|v|93.0781
14567.0|东面|59.0|0.0006|方位名词|nd|93.0517
14568.0|古典主义|59.0|0.0006|名词|n|93.0523
14569.0|浩瀚|59.0|0.0006|形容词|a|93.0595
14570.0|尚书|59.0|0.0006|名词|n|93.0541
14571.0|乔|59.0|0.0006|人名-姓|nhf|93.0547
14572.0|决战|59.0|0.0006|动词|v|93.0553
14573.0|极有|59.0|0.0006|动词|v|93.0559
14574.0|妩媚|59.0|0.0006|形容词|a|93.0565
14575.0|胜负|59.0|0.0006|名词|n|93.0649
14576.0|放宽|59.0|0.0006|动词|v|93.0577
14577.0|妖|59.0|0.0006|名词|n|93.0511
14578.0|京师|59.0|0.0006|名词|n|93.0487
14579.0|小城|59.0|0.0006|名词|n|93.0589
14580.0|董事长|59.0|0.0006|名词|n|93.0571
14581.0|穿插|59.0|0.0006|动词|v|93.0601
14582.0|割断|59.0|0.0006|动词|v|93.0607
14583.0|北海|59.0|0.0006|地名|ns|93.0613
14584.0|少量|59.0|0.0006|数词|m|93.0619
14585.0|哟|59.0|0.0006|助词|u|93.0625
14586.0|僵|59.0|0.0006|形容词|a|93.0631
14587.0|建房|59.0|0.0006|动词|v|93.0637
14588.0|肖像|59.0|0.0006|名词|n|93.0643
14589.0|清早|59.0|0.0006|时间名词|nt|93.0583
14590.0|屁|59.0|0.0006|名词|n|93.0391
14591.0|绷|59.0|0.0006|动词|v|93.0433
14592.0|闸|59.0|0.0006|名词|n|93.0397
14593.0|往年|59.0|0.0006|时间名词|nt|93.0403
14594.0|夜校|59.0|0.0006|名词|n|93.0409
14595.0|橘子|59.0|0.0006|名词|n|93.0415
14596.0|伤痕|59.0|0.0006|名词|n|93.0421
14597.0|臭氧|59.0|0.0006|名词|n|93.0427
14598.0|光是|59.0|0.0006|联系动词|vl|93.0439
14599.0|人民大会堂|59.0|0.0006|名词|n|93.0445
14600.0|一九五七|59.0|0.0006|数词|m|93.0451
14601.0|开刀|59.0|0.0006|动词|v|93.0505
14602.0|大拇指|59.0|0.0006|名词|n|93.0463
14603.0|雷声|59.0|0.0006|名词|n|93.0385
14604.0|独有|59.0|0.0006|动词|v|93.0469
14605.0|救灾|59.0|0.0006|动词|v|93.0475
14606.0|创刊|59.0|0.0006|动词|v|93.0481
14607.0|阶梯|59.0|0.0006|名词|n|93.0457
14608.0|生物界|59.0|0.0006|名词|n|93.0493
14609.0|亚|59.0|0.0006|缩略语|j|93.0499
14610.0|头|59.0|0.0006|后接成分|k|93.0535
14611.0|贬|59.0|0.0006|动词|v|93.0865
14612.0|带给|59.0|0.0006|动词|v|93.0799
14613.0|钨|59.0|0.0006|名词|n|93.0805
14614.0|类推|59.0|0.0006|动词|v|93.0811
14615.0|滑|59.0|0.0006|动词|v|93.0817
14616.0|怨恨|59.0|0.0006|动词|v|93.0823
14617.0|难|59.0|0.0006|名词|n|93.0829
14618.0|洋葱|59.0|0.0006|名词|n|93.0835
14619.0|吴刚|59.0|0.0006|人名|nh|93.0841
14620.0|生来|59.0|0.0006|动词|v|93.0847
14621.0|称得上|59.0|0.0006|动词|v|93.0925
14622.0|境遇|59.0|0.0006|名词|n|93.0859
14623.0|奋战|59.0|0.0006|动词|v|93.0793
14624.0|革命性|59.0|0.0006|名词|n|93.0871
14625.0|小脚|59.0|0.0006|名词|n|93.0877
14626.0|基本功|59.0|0.0006|名词|n|93.0883
14627.0|芯|59.0|0.0006|名词|n|93.0889
14628.0|报导|59.0|0.0006|动词|v|93.0895
14629.0|不单|59.0|0.0006|连词|c|93.0901
14630.0|迷失|59.0|0.0006|动词|v|93.0907
14631.0|纯收入|59.0|0.0006|名词|n|93.0913
14632.0|位数|59.0|0.0006|名词|n|93.0661
14633.0|深渊|59.0|0.0006|名词|n|93.0919
14634.0|一下|59.0|0.0006|副词|d|93.0529
14635.0|劳苦|59.0|0.0006|形容词|a|93.0727
14636.0|心意|59.0|0.0006|名词|n|93.0715
14637.0|记事|59.0|0.0006|动词|v|93.0853
14638.0|造诣|59.0|0.0006|名词|n|93.0667
14639.0|肥力|59.0|0.0006|名词|n|93.0673
14640.0|下功夫|59.0|0.0006|动词|v|93.0679
14641.0|衣物|59.0|0.0006|名词|n|93.0685
14642.0|一年四季|59.0|0.0006|习用语|i|93.0691
14643.0|平反|59.0|0.0006|动词|v|93.0697
14644.0|锄|59.0|0.0006|动词|v|93.0703
14645.0|撵|59.0|0.0006|动词|v|93.0709
14646.0|号码|59.0|0.0006|名词|n|93.0787
14647.0|置换|59.0|0.0006|动词|v|93.0721
14648.0|阴道|59.0|0.0006|名词|n|93.0655
14649.0|马蹄|59.0|0.0006|名词|n|93.0733
14650.0|小梅|59.0|0.0006|人名|nh|93.0739
14651.0|对得起|59.0|0.0006|动词|v|93.0745
14652.0|相称|59.0|0.0006|形容词|a|93.0751
14653.0|家兔|59.0|0.0006|名词|n|93.0757
14654.0|烹调|59.0|0.0006|动词|v|93.0763
14655.0|殷勤|59.0|0.0006|形容词|a|93.0769
14656.0|秋后|58.0|0.0006|时间名词|nt|93.2287
14657.0|仰望|58.0|0.0006|动词|v|93.2161
14658.0|液晶|58.0|0.0006|名词|n|93.2413
14659.0|相当|58.0|0.0006|动词|v|93.2167
14660.0|政治体制|58.0|0.0006|名词|n|93.2275
14661.0|费力|58.0|0.0006|动词|v|93.2173
14662.0|失眠|58.0|0.0006|动词|v|93.2179
14663.0|称|58.0|0.0006|名词|n|93.2185
14664.0|佐|58.0|0.0006|名词|n|93.2191
14665.0|秆|58.0|0.0006|名词|n|93.2197
14666.0|瓷|58.0|0.0006|名词|n|93.2203
14667.0|结识|58.0|0.0006|动词|v|93.2281
14668.0|叼|58.0|0.0006|动词|v|93.2215
14669.0|服务业|58.0|0.0006|名词|n|93.2149
14670.0|打入|58.0|0.0006|动词|v|93.2227
14671.0|脸庞|58.0|0.0006|名词|n|93.2233
14672.0|尝到|58.0|0.0006|动词|v|93.2239
14673.0|谓词|58.0|0.0006|名词|n|93.2245
14674.0|沈括|58.0|0.0006|人名|nh|93.2251
14675.0|村民|58.0|0.0006|名词|n|93.2257
14676.0|画画|58.0|0.0006|动词|v|93.2263
14677.0|准确性|58.0|0.0006|名词|n|93.2269
14678.0|学识|58.0|0.0006|名词|n|93.2083
14679.0|活到|58.0|0.0006|动词|v|93.2221
14680.0|来人|58.0|0.0006|名词|n|93.2209
14681.0|提议|58.0|0.0006|动词|v|93.2023
14682.0|缚|58.0|0.0006|动词|v|93.2029
14683.0|回信|58.0|0.0006|动词|v|93.2035
14684.0|个头|58.0|0.0006|名词|n|93.2041
14685.0|体型|58.0|0.0006|名词|n|93.2047
14686.0|乙酸|58.0|0.0006|名词|n|93.2053
14687.0|拉丁美洲|58.0|0.0006|地名|ns|93.2059
14688.0|申诉|58.0|0.0006|动词|v|93.2065
14689.0|深浅|58.0|0.0006|名词|n|93.2143
14690.0|真人|58.0|0.0006|名词|n|93.2077
14691.0|贻贝|58.0|0.0006|名词|n|93.2017
14692.0|满口|58.0|0.0006|名词|n|93.2089
14693.0|发疯|58.0|0.0006|动词|v|93.2095
14694.0|笑笑|58.0|0.0006|动词|v|93.2101
14695.0|大|58.0|0.0006|前接成分|h|93.2107
14696.0|扼杀|58.0|0.0006|动词|v|93.2113
14697.0|江波|58.0|0.0006|人名|nh|93.2119
14698.0|氯酸钾|58.0|0.0006|名词|n|93.2125
14699.0|工业经济|58.0|0.0006|名词|n|93.2131
14700.0|打完|58.0|0.0006|动词|v|93.2137
14701.0|死亡率|58.0|0.0006|名词|n|93.2071
14702.0|几何学|58.0|0.0006|名词|n|93.2407
14703.0|西装|58.0|0.0006|名词|n|93.2443
14704.0|长篇小说|58.0|0.0006|名词|n|93.2431
14705.0|脚跟|58.0|0.0006|名词|n|93.2449
14706.0|天井|58.0|0.0006|名词|n|93.2425
14707.0|志愿军|58.0|0.0006|名词|n|93.2455
14708.0|吼叫|58.0|0.0006|动词|v|93.2461
14709.0|深秋|58.0|0.0006|时间名词|nt|93.2467
14710.0|南宋|58.0|0.0006|时间名词|nt|93.2473
14711.0|津贴|58.0|0.0006|名词|n|93.2479
14712.0|评论家|58.0|0.0006|名词|n|93.2485
14713.0|房东|58.0|0.0006|名词|n|93.2491
14714.0|消散|58.0|0.0006|动词|v|93.2503
14715.0|乐园|58.0|0.0006|名词|n|93.2557
14716.0|触犯|58.0|0.0006|动词|v|93.2551
14717.0|版画|58.0|0.0006|名词|n|93.2545
14718.0|殿|58.0|0.0006|名词|n|93.2539
14719.0|听起来|58.0|0.0006|动词|v|93.2533
14720.0|驻扎|58.0|0.0006|动词|v|93.2527
14721.0|英明|58.0|0.0006|形容词|a|93.2497
14722.0|上头|58.0|0.0006|方位名词|nd|93.2515
14723.0|停工|58.0|0.0006|动词|v|93.2509
14724.0|委|58.0|0.0006|动词|v|93.2521
14725.0|螺线|58.0|0.0006|名词|n|93.2437
14726.0|母牛|58.0|0.0006|名词|n|93.2347
14727.0|签|58.0|0.0006|动词|v|93.2293
14728.0|看重|58.0|0.0006|动词|v|93.2299
14729.0|解剖学|58.0|0.0006|名词|n|93.2305
14730.0|马虎|58.0|0.0006|形容词|a|93.2311
14731.0|可比|58.0|0.0006|动词|v|93.2317
14732.0|公文|58.0|0.0006|名词|n|93.2323
14733.0|任免|58.0|0.0006|动词|v|93.2329
14734.0|著称|58.0|0.0006|动词|v|93.2335
14735.0|分寸|58.0|0.0006|名词|n|93.2341
14736.0|救出|58.0|0.0006|动词|v|93.2353
14737.0|度数|58.0|0.0006|名词|n|93.2365
14738.0|积云|58.0|0.0006|名词|n|93.2371
14739.0|截至|58.0|0.0006|动词|v|93.2377
14740.0|便衣|58.0|0.0006|名词|n|93.2383
14741.0|借来|58.0|0.0006|动词|v|93.2389
14742.0|疯|58.0|0.0006|形容词|a|93.2359
14743.0|洗衣机|58.0|0.0006|名词|n|93.2395
14744.0|令人|58.0|0.0006|动词|v|93.2401
14745.0|卜|58.0|0.0006|动词|v|93.2155
14746.0|提包|58.0|0.0006|名词|n|93.1867
14747.0|毁坏|58.0|0.0006|动词|v|93.1615
14748.0|过重|58.0|0.0006|形容词|a|93.1621
14749.0|软骨|58.0|0.0006|名词|n|93.1639
14750.0|慢吞吞|58.0|0.0006|形容词|a|93.1645
14751.0|高耸|58.0|0.0006|动词|v|93.1651
14752.0|东南部|58.0|0.0006|处所名词|nl|93.1657
14753.0|富饶|58.0|0.0006|形容词|a|93.1663
14754.0|着实|58.0|0.0006|副词|d|93.1741
14755.0|憔悴|58.0|0.0006|形容词|a|93.1861
14756.0|临死|58.0|0.0006|动词|v|93.1675
14757.0|名堂|58.0|0.0006|名词|n|93.2419
14758.0|古|58.0|0.0006|名词|n|93.1609
14759.0|市价|58.0|0.0006|名词|n|93.1687
14760.0|竹林|58.0|0.0006|名词|n|93.1585
14761.0|打通|58.0|0.0006|动词|v|93.1693
14762.0|凡|58.0|0.0006|形容词|a|93.1669
14763.0|瓶|58.0|0.0006|量词|q|93.1699
14764.0|戏台|58.0|0.0006|名词|n|93.1705
14765.0|挥发|58.0|0.0006|动词|v|93.1711
14766.0|第三产业|58.0|0.0006|名词|n|93.1717
14767.0|主|58.0|0.0006|动词|v|93.1723
14768.0|虽则|58.0|0.0006|连词|c|93.1729
14769.0|具体化|58.0|0.0006|动词|v|93.1735
14770.0|急急|58.0|0.0006|副词|d|93.1681
14771.0|藤椅|58.0|0.0006|名词|n|93.1507
14772.0|药剂|58.0|0.0006|名词|n|93.1513
14773.0|昏暗|58.0|0.0006|形容词|a|93.1525
14774.0|大块|58.0|0.0006|名词|n|93.1501
14775.0|人际关系|58.0|0.0006|名词|n|93.1495
14776.0|蒋经国|58.0|0.0006|人名|nh|93.1489
14777.0|吱吱|58.0|0.0006|拟声词|o|93.1483
14778.0|飞扬|58.0|0.0006|动词|v|93.1477
14779.0|元朝|58.0|0.0006|时间名词|nt|93.1519
14780.0|工商业|58.0|0.0006|名词|n|93.1531
14781.0|暗自|58.0|0.0006|副词|d|93.1537
14782.0|阻断|58.0|0.0006|动词|v|93.1543
14783.0|愈加|58.0|0.0006|副词|d|93.1549
14784.0|迟早|58.0|0.0006|副词|d|93.1555
14785.0|家禽|58.0|0.0006|名词|n|93.1561
14786.0|素描|58.0|0.0006|名词|n|93.1567
14787.0|当众|58.0|0.0006|动词|v|93.1573
14788.0|亿万|58.0|0.0006|数词|m|93.1603
14789.0|软化|58.0|0.0006|动词|v|93.1579
14790.0|气派|58.0|0.0006|名词|n|93.1591
14791.0|预感|58.0|0.0006|动词|v|93.1597
14792.0|机关枪|58.0|0.0006|名词|n|93.1633
14793.0|检察|58.0|0.0006|动词|v|93.2005
14794.0|讲学|58.0|0.0006|动词|v|93.1885
14795.0|秋收|58.0|0.0006|名词|n|93.1891
14796.0|市内|58.0|0.0006|处所名词|nl|93.1897
14797.0|电冰箱|58.0|0.0006|名词|n|93.1903
14798.0|沪|58.0|0.0006|缩略语|j|93.1909
14799.0|喉头|58.0|0.0006|名词|n|93.1915
14800.0|军费|58.0|0.0006|名词|n|93.1921
14801.0|查处|58.0|0.0006|动词|v|93.1927
14802.0|倾诉|58.0|0.0006|动词|v|93.1933
14803.0|挂钩|58.0|0.0006|动词|v|93.2011
14804.0|染料|58.0|0.0006|名词|n|93.1945
14805.0|窖|58.0|0.0006|名词|n|93.1879
14806.0|宴|58.0|0.0006|名词|n|93.1957
14807.0|酱|58.0|0.0006|名词|n|93.1963
14808.0|核子|58.0|0.0006|名词|n|93.1969
14809.0|颠覆|58.0|0.0006|动词|v|93.1975
14810.0|实话|58.0|0.0006|名词|n|93.1981
14811.0|阿根廷|58.0|0.0006|地名|ns|93.1987
14812.0|读音|58.0|0.0006|名词|n|93.1993
14813.0|团聚|58.0|0.0006|动词|v|93.1999
14814.0|史文远|58.0|0.0006|人名|nh|93.1801
14815.0|朱占标|58.0|0.0006|人名|nh|93.1813
14816.0|历|58.0|0.0006|动词|v|93.1627
14817.0|撩|58.0|0.0006|动词|v|93.1951
14818.0|无政府主义|58.0|0.0006|名词|n|93.1939
14819.0|桨|58.0|0.0006|名词|n|93.1753
